,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,SalePrice_norm
49,160,RL,36.0,2448,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,None,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,0,10,2008,WD ,155000.0,11.951180395901384
50,160,FV,24.0,2998,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,403.0,756.0,GasA,Ex,Y,SBrkr,768,756,0,1524,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,0,6,2006,WD ,166000.0,12.01974306733868
51,50,RL,65.0,7804,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622.0,Unf,0.0,500.0,1122.0,GasA,TA,Y,SBrkr,1328,653,0,1981,1.0,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2.0,576.0,TA,TA,Y,431,44,0,0,0,0,0,12,2009,WD ,135000.0,11.813030057420567
52,60,RL,80.0,16692,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,790.0,LwQ,469.0,133.0,1392.0,GasA,TA,Y,SBrkr,1392,1392,0,2784,1.0,0.0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,1978.0,RFn,2.0,564.0,TA,TA,Y,0,112,0,0,440,519,2000,7,2006,WD ,250000.0,12.429216196844383
53,160,RM,21.0,1476,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,200,26,0,0,0,0,0,3,2010,WD ,76000.0,11.238488619268468
54,20,RL,75.0,10170,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,TA,Y,SBrkr,1575,0,0,1575,0.0,0.0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD ,155000.0,11.951180395901384
55,60,RL,80.0,9364,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,663.0,GasA,TA,Y,SBrkr,663,689,0,1352,0.0,0.0,1,1,4,1,TA,7,Typ,0,None,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,379,36,0,0,0,0,0,3,2010,WD ,158000.0,11.970350312009105
56,160,FV,24.0,2544,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,42.0,190.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,0,2,2010,WD ,149500.0,11.915051671812877
57,20,RL,82.0,9888,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,450.0,936.0,GasA,TA,Y,FuseA,936,0,0,936,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,160,0,0,0,0,3,2006,WD ,121000.0,11.703545824578878
58,20,RL,68.0,7942,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,85.0,ALQ,955.0,0.0,1040.0,GasA,TA,Y,FuseF,1040,0,0,1040,0.0,1.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1953.0,Fin,1.0,293.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD ,136000.0,11.820410164718188
59,60,RL,75.0,15038,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,138.0,Unf,0.0,778.0,916.0,GasA,Gd,Y,SBrkr,916,720,0,1636,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,386.0,TA,TA,Y,168,84,0,0,0,0,0,11,2008,WD ,173000.0,12.061046873479915
60,60,RL,92.0,11764,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,0,0,0,4,2010,WD ,290000.0,12.577636201962656
61,60,FV,75.0,9000,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,0.0,1120.0,1184.0,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,550.0,TA,TA,Y,208,364,0,0,0,0,0,8,2007,New,303477.0,12.623061104072981
62,20,RL,75.0,20062,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,0.0,328.0,1420.0,GasA,Gd,Y,SBrkr,1483,0,0,1483,1.0,0.0,1,1,1,1,TA,4,Typ,2,TA,Attchd,1977.0,RFn,2.0,690.0,TA,TA,Y,496,0,0,0,0,0,0,4,2010,WD ,270000.0,12.506177237980511
63,50,RM,81.0,7308,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,0.0,576.0,936.0,GasA,Gd,N,FuseA,960,780,0,1740,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1920.0,Unf,1.0,225.0,Fa,Fa,N,0,0,236,0,0,0,0,6,2008,WD ,122250.0,11.713823407337118
64,20,RL,70.0,8750,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,483.0,727.0,1382.0,GasA,Gd,Y,FuseA,1382,0,0,1382,0.0,1.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,1955.0,Unf,1.0,350.0,TA,TA,Y,280,0,0,0,0,0,0,7,2009,WD ,153000.0,11.938193200374572
65,20,RL,70.0,8402,Reg,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206.0,Unf,0.0,914.0,1120.0,GasA,Ex,Y,SBrkr,1120,0,0,1120,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,30,0,0,0,0,0,12,2007,New,147000.0,11.898187865760873
66,70,RL,63.0,4000,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,246.0,Unf,0.0,285.0,531.0,GasA,TA,Y,SBrkr,567,531,0,1098,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1930.0,Unf,1.0,216.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD ,148500.0,11.908340237224891
67,160,RM,32.0,3363,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976.0,976.0,GasA,Ex,Y,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,0,4,2006,WD ,130000.0,11.77528972943772
68,20,RL,94.0,13615,IR1,HLS,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,1802,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,0,0,0,6,2007,WD ,372000.0,12.826649133255284
69,120,RL,43.0,3013,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,0.0,1346.0,1362.0,GasA,Ex,Y,SBrkr,1506,0,0,1506,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,142,20,0,0,0,0,0,4,2006,WD ,213490.0,12.27134527214637
70,20,RL,44.0,17485,IR2,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,GasA,Ex,Y,SBrkr,1508,0,0,1508,1.0,0.0,1,0,1,1,Gd,5,Typ,2,TA,Attchd,2009.0,RFn,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,0,1,2010,Con,308030.0,12.637952459809789
71,20,RL,75.0,23730,IR2,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,0.0,1140.0,1840.0,GasA,Ex,Y,SBrkr,2032,0,0,2032,1.0,0.0,3,0,3,1,Gd,7,Typ,0,None,Attchd,1996.0,Fin,3.0,786.0,TA,TA,Y,0,46,192,0,0,0,0,9,2008,WD ,300000.0,12.611537753638338
72,20,RL,79.0,8910,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,GasA,Ex,Y,SBrkr,1194,0,0,1194,0.0,1.0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2.0,539.0,TA,TA,Y,0,0,192,0,0,0,0,7,2006,WD ,159500.0,11.979799201207037
73,160,RM,24.0,2522,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,0,4,2006,WD ,137500.0,11.831379196088763
74,20,RL,73.0,8688,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1616.0,1616.0,GasA,Ex,Y,SBrkr,1616,0,0,1616,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3.0,834.0,TA,TA,Y,208,59,0,0,0,0,0,4,2006,WD ,232000.0,12.354492650648448
75,30,RM,60.0,6291,IR1,Lvl,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,TA,Y,SBrkr,768,0,0,768,0.0,0.0,1,0,1,1,TA,4,Typ,0,None,Detchd,1930.0,Unf,2.0,440.0,TA,TA,N,0,0,84,0,0,0,0,7,2008,WD ,93850.0,11.449453042014655
76,30,RL,60.0,17529,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Fa,N,FuseF,872,0,0,872,0.0,0.0,1,0,2,1,Fa,5,Mod,1,Gd,Detchd,1924.0,Unf,1.0,322.0,Fa,Fa,N,0,0,116,0,0,0,0,4,2006,WD ,105000.0,11.56171562913966
77,30,RM,60.0,6324,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,Fa,N,SBrkr,520,0,0,520,0.0,0.0,1,0,1,1,Fa,4,Typ,0,None,Detchd,1920.0,Unf,1.0,240.0,Fa,TA,Y,49,0,87,0,0,0,0,5,2008,WD ,68500.0,11.134589024250317
78,90,RL,80.0,11600,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443.0,Unf,0.0,662.0,1105.0,GasA,TA,Y,FuseA,1105,1169,0,2274,0.0,0.0,2,0,5,2,TA,12,Typ,0,None,Detchd,1960.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,0,1,2010,WD ,154300.0,11.946654038351252
79,50,RM,50.0,7288,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,665,0,1601,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,0,0,0,176,0,0,0,9,2007,WD ,129850.0,11.774135217090894
80,70,RM,35.0,4571,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,Unf,0.0,448.0,616.0,GasA,Ex,Y,SBrkr,616,616,0,1232,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1920.0,Unf,2.0,480.0,Fa,Fa,Y,280,0,143,0,0,0,0,6,2007,WD ,114000.0,11.643953727376633
81,20,RL,63.0,17423,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,Unf,0.0,312.0,2216.0,GasA,Ex,Y,SBrkr,2234,0,0,2234,1.0,0.0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3.0,1166.0,TA,TA,Y,0,60,0,0,0,0,0,7,2009,New,501837.0,13.1260306447518
82,50,RM,100.0,12665,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,876.0,876.0,GasA,Gd,Y,SBrkr,876,540,0,1416,0.0,0.0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3.0,720.0,TA,TA,Y,418,0,194,0,0,0,0,6,2008,WD ,153900.0,11.94405831982697
83,20,RL,60.0,9000,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1986.0,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,0,0,7,2009,WD ,130000.0,11.77528972943772
84,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,325.0,1189.0,GasA,Ex,Y,SBrkr,1189,0,0,1189,1.0,0.0,2,0,2,1,TA,4,Typ,0,None,Attchd,1997.0,RFn,2.0,392.0,TA,TA,Y,0,122,0,0,0,0,0,4,2008,WD ,160500.0,11.986049221552207
85,120,RL,48.0,6373,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,Unf,0.0,1251.0,1666.0,GasA,Ex,Y,SBrkr,1666,0,0,1666,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,575.0,TA,TA,Y,228,75,0,0,0,0,0,6,2006,New,310090.0,12.644617856906528
86,20,RL,67.0,10083,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2003.0,RFn,2.0,555.0,TA,TA,Y,0,41,0,0,0,0,0,8,2009,WD ,184900.0,12.127570417375216
87,20,RL,70.0,13300,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,Unf,0.0,551.0,928.0,GasA,TA,Y,SBrkr,928,0,0,928,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1956.0,Unf,1.0,252.0,TA,TA,Y,261,0,156,0,0,0,0,6,2007,WD ,132000.0,11.790557201568507
88,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,147.0,588.0,1288.0,GasA,TA,Y,SBrkr,1336,0,0,1336,0.0,1.0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,502.0,TA,TA,Y,312,11,0,0,0,0,650,8,2009,WD ,163000.0,12.0015054797889
89,160,FV,30.0,3215,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,320.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,0,4,2010,ConLD,155000.0,11.951180395901384
90,80,RL,78.0,11104,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,0.0,599.0,1427.0,GasA,Gd,Y,SBrkr,1427,0,0,1427,0.0,1.0,2,0,4,1,TA,7,Typ,0,None,Attchd,1969.0,RFn,2.0,516.0,TA,TA,Y,0,0,0,0,216,0,0,5,2008,WD ,183000.0,12.117241431823558
91,60,RL,75.0,15295,IR3,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,Unf,0.0,98.0,860.0,GasA,Ex,Y,SBrkr,1212,780,0,1992,1.0,0.0,2,1,3,1,Gd,7,Min2,2,TA,Attchd,1996.0,RFn,2.0,608.0,TA,TA,Y,225,32,0,0,0,0,0,6,2007,WD ,211000.0,12.259613412458204
92,60,RL,70.0,9109,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,596.0,122.0,754.0,GasA,Ex,Y,SBrkr,754,786,0,1540,1.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1994.0,RFn,2.0,495.0,TA,TA,Y,140,32,0,0,0,0,0,10,2009,WD ,184000.0,12.122691036591123
93,90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD ,118858.0,11.685684782260491
94,80,RL,78.0,14112,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,0.0,138.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,1152,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2.0,484.0,TA,TA,Y,227,0,0,0,0,0,0,4,2010,WD ,180500.0,12.103486056755072
95,120,FV,80.0,3523,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1081.0,1141.0,GasA,Ex,Y,SBrkr,1151,0,0,1151,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006.0,Fin,2.0,484.0,TA,TA,Y,0,60,0,0,0,0,0,2,2007,New,166000.0,12.01974306733868
96,80,RL,88.0,15312,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,0.0,550.0,1138.0,GasA,Ex,Y,SBrkr,1138,0,0,1138,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1960.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,0,140,0,0,3,2009,COD,148000.0,11.904967552746252
97,20,RL,74.0,7450,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,LwQ,206.0,250.0,894.0,GasA,Gd,Y,SBrkr,1074,0,0,1074,0.0,0.0,1,0,2,1,Gd,6,Min1,1,Gd,Detchd,1966.0,Unf,2.0,396.0,TA,TA,Y,0,72,0,0,0,0,0,1,2007,WD ,124000.0,11.728036844587175
98,120,RL,60.0,7313,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,0.0,408.0,1561.0,GasA,Ex,Y,SBrkr,1561,0,0,1561,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,556.0,TA,TA,Y,203,47,0,0,0,0,0,8,2007,WD ,277500.0,12.533576212168626
99,60,RL,83.0,10019,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,Unf,0.0,815.0,1342.0,GasA,Ex,Y,SBrkr,1358,1368,0,2726,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1995.0,RFn,3.0,725.0,TA,TA,Y,307,169,168,0,0,0,0,6,2006,WD ,350000.0,12.765688433465597
